 63, Fri,22,Apr,2005, 03,10,13,24,47,05,09,   8128286,    2,
253, Fri,12,Dec,2008, 02,19,28,42,49,02,07,   6723750,    2,
400, Fri,22,Jul,2011, 04,15,23,49,50,02,06,   6612750,    2,
261, Fri, 6,Feb,2009, 10,20,30,36,40,03,05,   6563250,    2,
559, Tue,29,Jan,2013, 09,16,26,36,39,02,06,   6431250,    2,
640, Fri, 8,Nov,2013, 20,28,35,42,43,08,10,   6255000,    2,
342, Fri,27,Aug,2010, 01,06,13,30,49,01,09,   6173250,    2,
768, Fri,30,Jan,2015, 09,13,15,19,24,03,08,   5622000,    2,
196, Fri, 9,Nov,2007, 05,14,22,25,36,05,06,   5283750,    2,
192, Fri,12,Oct,2007, 21,32,36,46,47,03,04,   5250000,    2,
 87, Fri, 7,Oct,2005, 02,13,21,26,44,03,09,   5167500,    2,
120, Fri,26,May,2006, 02,12,21,41,49,03,07,   5163000,    2,
146, Fri,24,Nov,2006, 05,08,17,25,40,01,05,   5061750,    2,
397, Tue,12,Jul,2011, 17,19,38,42,45,09,10, 161653000,    1,
945, Tue,11,Oct,2016, 05,12,20,24,37,04,11, 153361048,    1,
740, Fri,24,Oct,2014, 03,09,20,30,42,01,06, 149758000,    1,
510, Fri,10,Aug,2012, 11,17,21,48,50,09,10, 148656000,    1,
415, Tue,13,Sep,2011, 09,28,30,32,49,09,10, 140822522,    1,
537, Tue,13,Nov,2012, 11,16,21,24,29,02,06, 136124363,    1,
852, Fri,20,Nov,2015, 04,30,34,46,49,07,08, 114814234,    1,
274, Fri, 8,May,2009, 04,23,24,29,31,08,09, 113229891,    1,
348, Fri, 8,Oct,2010, 09,30,35,39,46,06,08, 113019926,    1,
576, Fri,29,Mar,2013, 13,30,43,44,46,05,09, 112017541,    1,
702, Fri,13,Jun,2014, 16,18,22,28,46,09,11, 109589905,    1,
676, Fri,14,Mar,2014, 06,24,25,27,30,05,09, 107932603,    1,
380, Fri,13,May,2011, 09,11,17,36,47,01,02, 105892179,    1,
422, Fri, 7,Oct,2011, 18,26,34,38,42,05,08, 101203601,    1,
806, Fri,12,Jun,2015, 05,08,10,11,37,07,09,  93388944,    1,
293, Fri,18,Sep,2009, 06,16,30,38,41,02,04,  90740000,    1,
327, Fri,14,May,2010, 01,17,31,43,47,02,03,  84451321,    1,
642, Fri,15,Nov,2013, 03,13,15,29,42,01,04,  83830000,    1,
548, Fri,21,Dec,2012, 03,05,22,40,42,03,10,  83087699,    1,
593, Tue,28,May,2013, 08,13,26,34,38,03,11,  81381673,    1,
618, Fri,23,Aug,2013, 01,06,26,30,37,05,08,  80738985,    1,
 77, Fri,29,Jul,2005, 03,19,26,49,50,04,05,  79881799,    1,
524, Fri,28,Sep,2012, 20,23,26,30,33,06,09,  79750000,    1,
975, Tue,24,Jan,2017, 01,05,07,17,23,03,08,  76052175,    1,
690, Fri, 2,May,2014, 04,30,31,38,42,02,11,  73205660,    1,
778, Fri, 6,Mar,2015, 23,30,47,49,50,02,07,  72180000,    1,
997, Tue,11,Apr,2017, 05,21,22,31,49,02,08,  70887897,    1,
989, Tue,14,Mar,2017, 03,05,21,36,44,03,06,  70386999,    1,
730, Fri,19,Sep,2014, 06,08,34,38,48,03,09,  68362889,    1,
910, Fri,10,Jun,2016, 14,21,35,42,43,07,09,  67227348,    1,
157, Fri, 9,Feb,2007, 14,16,30,36,46,02,08,  66980000,    1,
924, Fri,29,Jul,2016, 01,21,26,40,50,02,04,  61102443,    1,
860, Fri,18,Dec,2015, 06,22,26,29,48,05,06,  60657149,    1,
664, Fri,31,Jan,2014, 08,10,15,16,31,08,09,  59249234,    1,
432, Fri,11,Nov,2011, 01,04,18,23,30,03,07,  58162735,    1,
751, Tue, 2,Dec,2014, 03,15,25,44,49,01,09,  57837341,    1,
901, Tue,10,May,2016, 02,26,27,40,49,05,10,  57525794,    1,
207, Fri,25,Jan,2008, 02,06,09,19,45,07,08,  56838131,    1,
628, Fri,27,Sep,2013, 11,15,38,41,43,02,06,  55193986,    1,
711, Tue,15,Jul,2014, 15,18,20,27,34,01,03,  53758144,    1,
785, Tue,31,Mar,2015, 08,20,24,28,49,08,09,  53193914,    1,
112, Fri,31,Mar,2006, 03,20,31,45,50,06,07,  53102939,    1,
306, Fri,18,Dec,2009, 14,30,32,35,49,03,08,  52883496,    1,
565, Tue,19,Feb,2013, 12,15,28,30,44,08,09,  52357563,    1,
965, Tue,20,Dec,2016, 13,15,17,21,27,02,03,  51875129,    1,
893, Tue,12,Apr,2016, 01,05,09,22,38,02,10,  51818874,    1,
 84, Fri,16,Sep,2005, 12,13,19,21,38,03,09,  51513123,    1,
257, Fri, 9,Jan,2009, 07,15,22,28,48,01,04,  50993587,    1,
284, Fri,17,Jul,2009, 02,08,17,32,50,03,07,  49802092,    1,
930, Fri,19,Aug,2016, 05,06,22,25,34,05,07,  47566032,    1,
886, Fri,18,Mar,2016, 14,19,21,24,49,05,11,  46514105,    1,
462, Fri,24,Feb,2012, 03,07,12,26,34,08,10,  46432285,    1,
219, Fri,18,Apr,2008, 03,06,07,27,50,05,09,  46291408,    1,
229, Fri,27,Jun,2008, 05,20,26,44,50,05,07,  46162270,    1,
457, Tue, 7,Feb,2012, 03,15,17,28,33,02,04,  45160171,    1,
570, Fri, 8,Mar,2013, 03,20,23,28,42,08,11,  45058160,    1,
949, Tue,25,Oct,2016, 03,15,20,21,28,01,05,  44777159,    1,
476, Fri,13,Apr,2012, 08,13,26,39,43,03,05,  44408417,    1,
223, Fri,16,May,2008, 06,09,15,25,38,04,09,  44376310,    1,
 61, Fri, 8,Apr,2005, 07,11,25,31,50,01,03,  43951166,    1,
721, Tue,19,Aug,2014, 04,07,11,34,47,07,08,  43584628,    1,
633, Tue,15,Oct,2013, 18,27,39,43,47,04,07,  43086063,    1,
317, Fri, 5,Mar,2010, 12,18,19,43,49,03,09,  41706216,    1,
452, Fri,20,Jan,2012, 02,10,22,27,28,06,08,  40627241,    1,
320, Fri,26,Mar,2010, 08,16,18,37,43,02,06,  39754555,    1,
442, Fri,16,Dec,2011, 02,05,10,23,31,02,05,  39175449,    1,
133, Fri,25,Aug,2006, 10,28,40,47,48,06,08,  39013160,    1,
179, Fri,13,Jul,2007, 09,13,15,31,48,03,06,  38751123,    1,
355, Fri,26,Nov,2010, 09,28,36,41,49,05,07,  38556253,    1,
376, Fri,22,Apr,2011, 11,22,36,45,48,01,04,  38301216,    1,
468, Fri,16,Mar,2012, 03,04,12,23,50,04,07,  38034640,    1,
518, Fri, 7,Sep,2012, 13,15,30,35,42,04,06,  37827315,    1,
558, Fri,25,Jan,2013, 03,10,18,31,37,02,04,  37772357,    1,
514, Fri,24,Aug,2012, 05,06,12,19,37,03,07,  37709047,    1,
358, Fri,17,Dec,2010, 03,20,29,35,42,03,08,  37234742,    1,
792, Fri,24,Apr,2015, 05,19,29,31,40,03,10,  36298267,    1,
480, Fri,27,Apr,2012, 20,27,30,36,43,01,06,  36231900,    1,
336, Fri,16,Jul,2010, 38,39,45,46,49,07,08,  35767540,    1,
183, Fri,10,Aug,2007, 23,40,42,43,49,02,06,  35425412,    1,
836, Fri,25,Sep,2015, 13,14,23,30,37,02,08,  35170064,    1,
672, Fri,28,Feb,2014, 12,32,38,43,44,02,07,  35072863,    1,
953, Tue, 8,Nov,2016, 05,09,47,49,50,08,09,  35072281,    1,
797, Tue,12,May,2015, 14,29,30,40,46,03,06,  34276743,    1,
938, Fri,16,Sep,2016, 05,08,14,22,32,02,11,  34037587,    1,
914, Fri,24,Jun,2016, 11,19,27,28,39,03,10,  32395415,    1,
755, Tue,16,Dec,2014, 03,07,12,13,25,05,08,  31462687,    1,
 42, Fri,26,Nov,2004, 01,04,24,34,36,06,08,  30738943,    1,
 92, Fri,11,Nov,2005, 15,16,36,41,42,03,05,  30453995,    1,
436, Fri,25,Nov,2011, 14,19,26,28,34,05,08,  30126040,    1,
715, Tue,29,Jul,2014, 10,23,35,40,43,03,09,  29815964,    1,
 67, Fri,20,May,2005, 06,07,13,28,47,05,08,  29611179,    1,
814, Fri,10,Jul,2015, 05,08,15,35,41,04,05,  29461344,    1,
605, Tue, 9,Jul,2013, 16,18,31,38,49,04,10,  28847237,    1,
818, Fri,24,Jul,2015, 02,09,21,35,46,02,11,  28675998,    1,
195, Fri, 2,Nov,2007, 03,16,18,19,40,01,02,  28675991,    1,
824, Fri,14,Aug,2015, 04,07,39,44,45,03,05,  28595278,    1,
554, Fri,11,Jan,2013, 04,22,29,37,41,04,07,  28307149,    1,
163, Fri,23,Mar,2007, 05,13,17,40,43,01,03,  27883920,    1,
584, Fri,26,Apr,2013, 11,16,24,38,40,02,05,  27335676,    1,
636, Fri,25,Oct,2013, 02,03,10,31,38,06,10,  27080608,    1,
645, Tue,26,Nov,2013, 19,23,27,42,44,03,05,  26863588,    1,
801, Tue,26,May,2015, 05,06,07,21,24,05,06,  26656367,    1,
186, Fri,31,Aug,2007, 06,18,22,23,37,05,06,  26533768,    1,
733, Tue,30,Sep,2014, 03,13,15,33,42,05,07,  25668301,    1,
260, Fri,30,Jan,2009, 04,29,34,35,46,05,08,  25509888,    1,
312, Fri,29,Jan,2010, 09,17,30,39,43,05,07,  25403095,    1,
352, Fri, 5,Nov,2010, 21,23,33,40,50,04,05,  25300621,    1,
378, Fri, 6,May,2011, 11,16,20,22,28,04,09,  25227296,    1,
876, Fri,12,Feb,2016, 03,20,28,31,49,02,05,  24769932,    1,
762, Fri, 9,Jan,2015, 06,21,24,32,45,01,11,  24754047,    1,
960, Fri, 2,Dec,2016, 06,11,23,31,32,02,12,  24662130,    1,
879, Tue,23,Feb,2016, 23,25,32,37,42,01,11,  24605103,    1,
382, Fri,20,May,2011, 10,14,20,25,42,08,11,  24115451,    1,
 53, Fri,11,Feb,2005, 11,13,25,32,50,04,07,  23978705,    1,
402, Fri,29,Jul,2011, 12,19,27,37,38,05,10,  23933989,    1,
338, Fri,30,Jul,2010, 03,04,11,28,39,02,08,  23414853,    1,
438, Fri, 2,Dec,2011, 07,27,30,40,43,08,09,  23341756,    1,
251, Fri,28,Nov,2008, 08,11,16,25,41,02,04,  23209583,    1,
333, Fri,25,Jun,2010, 01,08,18,28,31,08,09,  23090988,    1,
244, Fri,10,Oct,2008, 04,15,22,31,41,01,06,  22911461,    1,
 14, Fri,14,May,2004, 01,03,21,32,39,02,06,  22849563,    1,
831, Tue, 8,Sep,2015, 14,16,39,40,42,01,04,  22464583,    1,
580, Fri,12,Apr,2013, 05,10,15,28,45,03,09,  22422511,    1,
827, Tue,25,Aug,2015, 27,31,33,42,50,02,05,  22297655,    1,
977, Tue,31,Jan,2017, 03,04,17,23,44,06,09,  22233944,    1,
464, Fri, 2,Mar,2012, 05,06,11,30,44,02,06,  22198233,    1,
214, Fri,14,Mar,2008, 13,21,25,35,48,04,08,  21956568,    1,
211, Fri,22,Feb,2008, 04,27,32,46,50,08,09,  21828987,    1,
470, Fri,23,Mar,2012, 09,15,23,31,50,08,11,  21827112,    1,
967, Tue,27,Dec,2016, 03,22,25,32,39,07,12,  21534783,    1,
520, Fri,14,Sep,2012, 03,10,23,27,44,07,09,  21511885,    1,
678, Fri,21,Mar,2014, 07,30,37,39,42,05,07,  21325022,    1,
666, Fri, 7,Feb,2014, 03,17,19,46,47,09,10,  21037161,    1,
680, Fri,28,Mar,2014, 03,04,19,28,43,03,07,  20942416,    1,
668, Fri,14,Feb,2014, 02,04,06,19,39,02,07,  20927566,    1,
940, Fri,23,Sep,2016, 14,16,39,42,49,03,09,  20683054,    1,
 34, Fri, 1,Oct,2004, 12,20,21,45,48,05,06,  20656084,    1,
399, Tue,19,Jul,2011, 03,16,25,26,35,05,09,  20319793,    1,
202, Fri,21,Dec,2007, 07,09,28,37,44,06,07,  20144622,    1,
916, Fri, 1,Jul,2016, 02,11,13,40,50,01,10,  20022696,    1,
704, Fri,20,Jun,2014, 05,15,25,38,49,01,02,  19964918,    1,
200, Fri, 7,Dec,2007, 02,04,32,43,48,01,07,  19829479,    1,
758, Fri,26,Dec,2014, 17,26,27,45,49,02,03,  19781351,    1,
198, Fri,23,Nov,2007, 02,10,22,29,48,03,09,  19779134,    1,
607, Tue,16,Jul,2013, 19,23,34,47,50,04,06,  19201363,    1,
106, Fri,17,Feb,2006, 04,23,24,26,38,02,04,  19180108,    1,
189, Fri,21,Sep,2007, 01,17,32,35,37,01,08,  19075668,    1,
165, Fri, 6,Apr,2007, 15,23,29,41,48,03,06,  18409444,    1,
539, Tue,20,Nov,2012, 28,30,42,45,49,05,10,  18330737,    1,
175, Fri,15,Jun,2007, 05,07,14,21,40,03,08,  18315755,    1,
639, Tue, 5,Nov,2013, 06,12,13,35,38,02,03,  18107224,    1,
156, Fri, 2,Feb,2007, 14,23,27,30,36,01,06,  17980945,    1,
 45, Fri,17,Dec,2004, 15,19,22,46,49,02,09,  17973434,    1,
810, Fri,26,Jun,2015, 03,06,10,19,24,05,07,  17954602,    1,
114, Fri,14,Apr,2006, 16,26,34,35,49,02,06,  17804198,    1,
808, Fri,19,Jun,2015, 07,14,20,31,42,03,09,  17776969,    1,
820, Fri,31,Jul,2015, 16,21,34,40,50,06,09,  17564689,    1,
 37, Fri,22,Oct,2004, 01,09,23,25,40,03,09,  17398554,    1,
128, Fri,21,Jul,2006, 02,04,09,38,50,06,08,  17191693,    1,
  9, Fri, 9,Apr,2004, 01,04,10,19,23,02,08,  16752145,    1,
 26, Fri, 6,Aug,2004, 05,15,24,35,44,05,06,  16568021,    1,
359, Fri,24,Dec,2010, 19,36,38,42,46,02,08,  16301884,    1,
767, Tue,27,Jan,2015, 05,10,31,33,40,08,10,  16266792,    1,
787, Tue, 7,Apr,2015, 18,25,39,44,50,05,08,  15679890,    1,
950, Fri,28,Oct,2016, 10,16,19,23,43,02,08,  15667698,    1,
301, Fri,13,Nov,2009, 13,15,25,26,32,03,04,  14839480,    1,
982, Fri,17,Feb,2017, 19,25,33,36,48,02,09,  14509500,    1,
  4, Fri, 5,Mar,2004, 04,07,33,37,39,01,05,  13870849,    1,
294, Fri,25,Sep,2009, 06,17,18,21,34,03,09,  13830000,    1,
258, Fri,16,Jan,2009, 03,17,22,49,50,03,06,  13554000,    1,
302, Fri,20,Nov,2009, 05,09,28,43,47,02,09,  13536000,    1,
275, Fri,15,May,2009, 08,18,19,20,42,05,09,  13402500,    1,
321, Fri, 2,Apr,2010, 12,18,24,26,45,04,05,  13339500,    1,
373, Fri, 1,Apr,2011, 04,17,21,22,33,04,08,  13269000,    1,
360, Fri,31,Dec,2010, 02,24,34,38,43,01,07,  13178614,    1,
571, Tue,12,Mar,2013, 02,04,10,22,50,05,08,  13135500,    1,
416, Fri,16,Sep,2011, 02,08,17,39,42,03,10,  13108500,    1,
328, Fri,21,May,2010, 07,19,30,38,50,04,07,  13072500,    1,
252, Fri, 5,Dec,2008, 04,08,21,35,45,05,08,  12993000,    1,
608, Fri,19,Jul,2013, 13,16,24,26,35,02,05,  12925500,    1,
249, Fri,14,Nov,2008, 08,10,14,21,26,03,04,  12916500,    1,
609, Tue,23,Jul,2013, 14,15,16,19,44,04,05,  12907500,    1,
581, Tue,16,Apr,2013, 01,11,22,33,50,04,06,  12879000,    1,
637, Tue,29,Oct,2013, 09,10,30,32,37,02,06,  12856500,    1,
280, Fri,19,Jun,2009, 04,16,17,20,29,05,07,  12853500,    1,
602, Fri,28,Jun,2013, 01,15,28,35,47,01,07,  12843000,    1,
433, Tue,15,Nov,2011, 06,17,22,45,47,03,11,  12817500,    1,
329, Fri,28,May,2010, 04,09,31,32,33,03,07,  12693000,    1,
471, Tue,27,Mar,2012, 24,27,29,34,36,07,08,  12555000,    1,
343, Fri, 3,Sep,2010, 13,24,26,47,49,04,08,  12543000,    1,
339, Fri, 6,Aug,2010, 13,25,28,29,42,04,05,  12502500,    1,
361, Fri, 7,Jan,2011, 01,22,32,48,50,06,07,  12487500,    1,
681, Tue, 1,Apr,2014, 16,18,26,38,44,08,10,  12457500,    1,
344, Fri,10,Sep,2010, 17,21,35,41,45,01,05,  12454500,    1,
330, Fri, 4,Jun,2010, 04,17,34,40,42,04,09,  12442500,    1,
646, Fri,29,Nov,2013, 02,07,10,23,43,04,07,  12429000,    1,
331, Fri,11,Jun,2010, 02,22,24,36,44,01,02,  12408000,    1,
248, Fri, 7,Nov,2008, 01,09,12,17,18,03,04,  12232500,    1,
341, Fri,20,Aug,2010, 05,27,31,40,42,01,06,  12202500,    1,
495, Tue,19,Jun,2012, 07,17,20,35,50,05,11,  12109500,    1,
231, Fri,11,Jul,2008, 09,11,13,19,37,03,04,  12022500,    1,
232, Fri,18,Jul,2008, 10,14,16,29,44,05,06,  11904000,    1,
240, Fri,12,Sep,2008, 19,23,33,37,50,03,07,  11902500,    1,
230, Fri, 4,Jul,2008, 07,19,22,27,48,05,07,  11887500,    1,
741, Tue,28,Oct,2014, 10,15,17,40,45,01,02,  11848500,    1,
880, Fri,26,Feb,2016, 05,13,15,33,50,09,11,  11842500,    1,
225, Fri,30,May,2008, 05,07,14,20,49,02,08,  11785500,    1,
756, Fri,19,Dec,2014, 23,29,31,39,44,05,08,  11737500,    1,
759, Tue,30,Dec,2014, 06,18,39,44,50,08,11,  11727000,    1,
215, Fri,21,Mar,2008, 02,10,18,22,36,04,06,  11700000,    1,
212, Fri,29,Feb,2008, 12,37,40,47,49,02,09,  11482500,    1,
873, Tue, 2,Feb,2016, 06,09,10,21,36,02,06,  11373000,    1,
769, Tue, 3,Feb,2015, 17,31,33,44,50,07,11,  11370000,    1,
837, Tue,29,Sep,2015, 11,14,26,29,49,03,09,  11152500,    1,
838, Fri, 2,Oct,2015, 07,18,21,32,35,02,11,  11065500,    1,
828, Fri,28,Aug,2015, 11,29,30,31,34,04,07,  10908000,    1,
171, Fri,18,May,2007, 26,34,37,39,49,02,06,  10300500,    1,
166, Fri,13,Apr,2007, 07,20,25,38,41,03,07,  10255500,    1,
187, Fri, 7,Sep,2007, 02,03,33,34,42,03,05,  10222500,    1,
 88, Fri,14,Oct,2005, 10,11,19,20,23,01,06,  10215000,    1,
173, Fri, 1,Jun,2007, 06,22,37,41,42,06,09,  10213500,    1,
172, Fri,25,May,2007, 25,26,29,49,50,07,08,  10198500,    1,
  1, Fri,13,Feb,2004, 16,29,32,36,41,07,09,  10143000,    1,
119, Fri,19,May,2006, 03,05,25,34,49,05,08,  10137000,    1,
153, Fri,12,Jan,2007, 08,11,14,19,25,03,05,   9931500,    1,
154, Fri,19,Jan,2007, 05,13,27,33,42,02,04,   9892500,    1,
 17, Fri, 4,Jun,2004, 09,13,34,41,42,03,07,   8735476,    1,
 19, Fri,18,Jun,2004, 02,23,28,40,43,02,06,   8140055,    1,
 46, Fri,24,Dec,2004, 03,04,27,29,37,05,06,   7037000,    1,
 54, Fri,18,Feb,2005, 20,21,26,32,46,08,09,   6903000,    1,
 15, Fri,21,May,2004, 15,29,37,39,49,04,09,   6712000,    1
